,db2,tree,forest,xgb,ridge,dnn
0,-2031.292,322.6226545274917,275.4983404928057,292.85065625000016,-855.4014696103277,278.30063681638285
1,-2448.32,150.3425782822378,90.67614600697743,82.51238281249971,39.99347407814912,131.64234645095712
2,-995.4559999999997,-30.456053311594587,-7.2155060328095715,-46.05827734374998,-418.0174104581729,-54.99346673956279
3,-1193.6560000000002,13.446920987870726,23.304666978925525,-17.84328710937507,-60.783456053017744,-27.851307680897207
4,-439.4840000000004,334.7200495599077,368.33907304617514,305.5020136718749,1367.5065261662116,290.8565055449503
5,-3818.9599999999996,265.52124033249675,268.544220802215,237.4090039062503,-1055.625522845271,253.3573947115283
6,-839.9639999999997,-84.41527924228285,-54.19194363092265,-57.02441210937468,628.9258566467411,-6.886241773455367
7,-552.7519999999997,-0.30149248261136563,5.016152408025391,9.382855468750222,860.9323476289746,-5.905628978902769
8,-1704.42,-156.56958825948004,-139.71962013108077,-155.92940625000028,27.284712226619376,-205.0697853903721
9,-1848.4319999999998,399.11898575748364,400.19046673795765,393.67332421875017,-186.2749357005705,396.5417579907735
10,-322.7800000000002,146.7122099039841,144.73368284647245,144.63386718749985,144.17638592836852,143.49344496146546
11,-66.4559999999999,322.3160560929059,313.3020965565406,354.6639531249998,764.7890839811084,360.81337946210306
12,-2709.136,-85.74389071982205,-145.5986775735587,-103.755859375,-1361.645853636961,-160.0350364374508
13,-457.9480000000001,71.75870855013704,68.14903409745125,81.99308203124997,771.2331778034625,29.411364196030263
14,429.10400000000004,201.68647249830383,210.61119117713952,205.43713867187512,1159.0550712324505,220.2755872646576
15,-312.4079999999999,6.873575150842953,3.977906567093214,11.273224609374665,-1101.7752313622264,-44.700511947047744
16,135.11200000000053,-221.0381567305776,-207.1027012356858,-128.39211328124975,498.0089260624245,-177.3140604278001
17,-614.5200000000004,-91.35812717875069,-125.09491737394956,-135.26977734375032,-593.5405912674205,-124.80072892542512
18,-987.092000000001,62.286765653236216,63.874242978859,38.00803515624921,-36.892179533569106,42.00624583536137
19,-2957.312,278.22557823613533,238.61657701732383,207.05970703124967,-1444.2094853916533,210.29468457975054
20,-572.2239999999997,-17.134030238513333,-9.351416036086903,-27.363511718750033,990.962384661244,-76.96697794745478
21,-4797.864000000001,-110.3193863614706,-122.18201652128664,-113.1673046875012,-1426.2183448983442,-96.42000904610177
22,-661.4959999999996,61.0619549057742,58.20296870721904,66.50534960937512,551.4174161059154,62.45577378268899
23,-1915.8039999999996,39.04259061764242,32.753564809939235,12.034902343750218,-307.515591109649,19.268010917005995
24,-20.416000000000167,242.7550410488875,284.93063754556124,98.99072070312513,-256.6332404980758,77.96395844884591
25,-1430.824,-102.20307482667795,-97.93504044056317,-80.98371484375002,111.26334022913852,-65.08073843350576
26,-117.99600000000055,-55.69440461566569,-49.19831019069716,-26.712675781250255,268.9424632326818,-56.468539085043176
27,-2382.8239999999996,-2.9960264612182073,1.0140708707003796,2.7869101562500873,-803.0299677376042,-50.04907302939955
28,-2777.6679999999997,-153.15137483949547,-153.3100661167755,-149.6466835937499,-666.3755709857505,-209.33249165839788
29,-933.2760000000001,-103.79045205054808,-92.49840460404084,-76.5984121093752,322.4565315992959,-101.10691099534324
30,-146.91600000000017,121.85014894346614,132.59140703674575,118.4219453124997,-434.48648853018767,124.80748322299178
