,db2,tree,forest,xgb,ridge,dnn
0,-2031.292,775.2551813471478,294.95399999999927,315.39020703125016,294.3648390602925,300.6497412280828
1,-2448.320000000001,8.873538461536555,-158.8756000000003,96.5739062499988,101.87869255188798,67.33488902628415
2,-995.4560000000001,-535.847846607674,-254.27719999999954,-21.211109374999978,-29.028214976792697,-21.088514526652034
3,-1193.6560000000002,-72.97659745347892,-252.37333333333345,7.479222656249931,31.838604755622782,28.452584269804447
4,-439.4839999999999,767.7169565217387,784.7656000000006,249.09478710937492,304.7892087302944,350.06414256377366
5,-3818.9600000000005,-293.8711578947368,-201.81960000000072,272.7605664062494,280.45789312788565,267.2392606039866
6,-839.9640000000002,580.215555555555,60.29600000000028,-101.49511523437513,-62.55709298377269,-121.50832244714229
7,-552.7520000000002,814.7034025465209,124.64729999999986,4.508221679687267,44.48177614889573,69.03828537403206
8,-1704.4200000000005,-446.97024561403487,-485.59640000000036,-118.09883984375028,-155.78705746404557,-150.26814963408742
9,-1848.4319999999998,255.59608510638373,666.2683999999999,400.39402734375017,374.5248629315911,417.89574408001954
10,-322.78,412.2674025465212,140.1948000000002,205.16340820312507,175.63605953931983,108.3845076874859
11,-66.4559999999999,514.7594025465212,412.85680000000025,369.04261523437503,356.9614619910451,401.24904796192163
12,-2709.136,748.6271813471476,293.90040000000045,-85.412109375,-94.97834357124066,-88.5218065912477
13,-457.94800000000055,601.5314025465207,82.38799999999969,72.47892187499951,95.93009798534968,45.71377951362274
14,429.1039999999998,577.967402546521,718.5955999999996,208.4814501953124,217.25162007205608,250.95945320561123
15,-312.4079999999999,-676.4845974534792,-361.30679999999984,-28.657439453125335,-52.60982322894188,-61.89909463663298
16,135.11200000000008,-518.028597453479,-624.7216000000003,-51.472679687500204,-154.72969605077833,-85.52362851916769
17,-614.5200000000004,192.45487922705297,-372.6068,-153.15674023437532,-180.32216595668115,-179.86693514037415
18,-987.092000000001,-619.8829847094794,-692.8688000000011,28.214089843749207,14.43498810456822,-41.5839179327977
19,-2957.3120000000004,-123.51281865285273,73.36919999999918,203.38050781249967,217.13874961474266,309.2413504418273
20,-572.2239999999997,254.98340254652112,79.38720000000058,-68.62205664062503,-74.11763985821517,-106.80975351802749
21,-4797.864,56.52688524590121,218.91800000000148,-138.73468749999938,-139.35899773414076,-130.24558583929138
22,-661.4960000000001,1053.4226622073602,497.7091999999998,71.34031054687512,71.16090243385634,44.231631947235655
23,-1915.8040000000005,571.1652380952373,156.2671999999984,-7.165781250000691,2.688467764051893,26.572299858951737
24,-20.415999999999713,23.831916376308527,397.3600000000001,128.70605273437513,127.53732650438315,157.10361503358217
25,-1430.824,55.659999999999854,-138.66759999999977,-65.05939843750002,-61.10635474340688,-47.05026851479124
26,-117.99600000000032,297.6274025465209,277.2792000000004,-40.282255859375255,-19.42346059950296,69.60792299975128
27,-2382.8239999999996,108.43118134714769,-99.45600000000013,-39.69502343749991,-26.455289727444324,10.105847525340323
28,-2777.668,5.7528421052638805,-123.9368000000004,-185.2428749999999,-191.36075251097554,-182.4544231605514
29,-933.2760000000003,512.5583999999994,534.1899999999996,-84.4494863281252,-58.04281059469031,-80.07499173781343
30,-146.9159999999997,193.9079163763081,668.6164000000003,126.1030976562497,145.98880821612875,89.7920235888023
31,-1718.1800000000003,95.09066220735986,50.078799999999774,-57.94701171875022,-46.7483483191877,-55.56646324813664
32,-2595.8039999999996,18.50720000000001,68.97680000000128,-4.402609374999884,-105.9702753315405,-197.0550142357297
33,227.82800000000043,-36.19659745347872,324.8292000000001,-29.53643164062487,-89.19691476745993,-153.42685572671417
34,-1655.2800000000002,-421.0709847094786,-855.7331999999997,141.76046484375001,147.27039536677876,41.18765417836039
35,-1724.6000000000004,-654.4328186528528,-317.51320000000123,-42.3554101562504,-36.00180784024178,-64.437704817341
36,-872.604,570.7969565217386,409.87319999999954,28.384748046874847,33.429103767195556,112.00999455789952
37,-318.22400000000016,667.0394025465212,333.7323999999994,-1.7295087890624927,-60.60406839843472,36.53525364969346
38,-304.2359999999999,-180.9040836236918,-352.6084000000001,110.3084316406248,113.25133134077532,123.97303183447684
39,-836.9480000000003,-648.416444444445,182.5903999999996,16.002523437499804,-7.782149092020518,86.17062024211555
40,-1333.8840000000002,59.679555555555,249.78960000000052,-100.89488476562519,-55.46979907389186,-14.942340113126647
41,308.2280000000005,1102.4639163763086,993.5308000000005,83.1966953125002,88.03117418930287,52.59827715612255
42,-936.4199999999998,20.795402546521018,-153.15920000000006,-36.509519531250135,-22.395354544989914,-12.586407199532914
43,-1036.0320000000004,329.37087922705314,646.9139999999998,83.23826367187485,64.3887439132086,58.889315012213046
44,-3171.704000000001,-680.9288186528529,111.1935999999996,0.26724218749950523,45.63489031775498,81.15440156661862
45,-479.48,674.5554025465212,57.858900000000176,278.8133466796876,247.6178746121575,197.25534400106176
46,-4964.836,1002.3541666666661,789.6416000000008,2.0077617187498618,13.633018262799851,42.21061682583331
47,227.39599999999973,781.2668792270529,313.84279999999944,-127.72804101562542,-127.38999212234171,-142.32461685910926
48,-1947.8519999999999,597.6024903225848,477.48440000000073,189.89776367187505,232.2954122920628,236.00359880601764
49,-1975.6039999999998,-147.24368421052623,-345.1216000000004,-155.46815234375026,-129.80561246661455,-145.72377474400037
50,-235.66400000000021,233.28733333333275,87.65439999999944,155.01271679687488,97.38290366600722,127.5100851359698
51,-519.6960000000004,389.9754025465211,183.77240000000006,27.47931835937493,27.9780183604621,15.440420819312067
52,-1599.3760000000002,614.6959999999999,-207.9900000000007,180.68526953125001,217.96989406773446,232.01096542456617
53,-2431.0480000000002,-888.0255096774154,-531.1696000000002,-418.0908320312501,-211.77580084246438,-101.40001960866357
54,-1508.3400000000004,-472.54512077294703,-551.6604000000007,132.66357226562468,135.91990336432445,176.54322042608646
55,722.7200000000003,96.47540254652131,-173.58839999999964,-227.57732226562484,-201.71748642764715,-301.2696579708713
56,-72.91200000000003,694.8754025465212,792.8352000000002,272.6871796875,275.4253549172661,222.9032686132507
57,350.0840000000003,335.4410152905216,462.0944000000004,-31.808345703124814,-20.331791455908387,-4.049446527255441
58,-156.70400000000018,934.2314025465212,530.8738151515154,55.009610351562515,96.43651082256338,56.56104321395401
59,-1037.424,-702.7733377926397,-341.8243999999995,153.7690664062502,185.38497925546017,176.05797916635856
60,-1866.9479999999985,-58.45876190476065,-441.0883999999987,234.82594140625133,240.1085879425127,291.00173269647894
61,-88.68799999999965,914.6878666666662,731.5320000000002,409.19673828124996,385.07133365888967,388.39226532185285
62,-221.47199999999998,1028.0794025465211,492.7366559999998,10.979070312499971,11.658958752946091,113.3244641402789
63,-1838.2480000000005,337.31723809523737,142.8147999999992,-34.29747265625065,-5.627778340650366,-55.50673029083191
64,-1849.7759999999998,716.5391813471479,315.15679999999975,200.84168750000026,217.34073952398558,189.2645329648676
65,-300.98799999999983,424.3154025465212,232.76360000000045,219.91380078125007,211.00145853422987,145.60890220770284
66,-1956.3719999999998,572.4104903225848,333.1115999999988,-68.32548632812495,-78.30489326487941,-17.58836209705214
67,266.7120000000002,379.5674025465212,272.22240000000033,-142.89376953124997,-130.6979025142839,-129.47235740059728
68,-1863.6519999999996,-1688.3998466076737,-1376.902,-170.04728906249966,-163.2496397062996,-221.88384181555648
69,-875.0520000000001,399.4808144796384,161.5936000000006,55.55522265624995,88.27647543780722,13.555952163039365
70,-3363.26,392.4911813471472,-273.4184000000005,83.94651953124958,89.10170009985814,74.2657244293996
